,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
66,Ron Lewis,"Swanley, South East","XRP Researcher, Sharing Crypto News Daily ☆  Researching & Chronicling  the Digital Decade, Reports, Analysis, & YouTube Videos, Our passion Is  XRP...☆",2016-11-23 01:03:53,1379.0,4966,842,False,2021-02-10 23:23:42,"What The Regulators are Saying..
Christine Lagarde Speaks Out
&amp; its Not All Good ? But For Whom ?… https://t.co/uDtwmGzJx1",,Twitter for Android,False
67,DataPool,,"A Club For Artificial Intelligence 🧮
Tell us which data you need📊
Contact for Twitter Insights🐦",2017-04-04 17:07:54,2807.0,317,160,False,2021-02-10 23:23:34,"Eth Twitter Insight Words 

Last 7 Days
#btc #bitcoin #cryptocurrency
More Detail
👉https://t.co/pB0wYdxVAH https://t.co/9c0fhmcyE1","['btc', 'bitcoin', 'cryptocurrency']",datapool.app,False
68,AmazonCoin.io,Jungle,"👉 https://t.co/U0GNQ7fs9m Amazon DeFi, Nature DeFi 🌱🌿🌳 #amazoncoin",2017-11-15 14:44:48,1036.0,0,8,False,2021-02-10 23:23:02,"https://t.co/gJjWvcDcH7 💯
https://t.co/Ch3mVOzSJE 💯

🚀🌱👉 https://t.co/GydSZXKIno

#AmazonCoin $AMA #amazon #pay… https://t.co/6DKKJJBlkJ","['AmazonCoin', 'amazon', 'pay']",Twitter for Android,False
69,CryptJj,,𝚂𝚒𝚗𝚌𝚎 𝟸𝟶𝟷𝟽... 𝙺𝚎𝚎𝚙𝚒𝚗𝚐 𝚎𝚢𝚎𝚜 𝚙𝚎𝚎𝚕𝚎𝚍 𝚏𝚘𝚛 𝚖𝚘𝚛𝚎 𝚌𝚛𝚢𝚙𝚝𝚘 𝚝𝚊𝚕𝚎𝚜. $MRX $BART $SHARD $NOIR $VSYNC $FERA,2020-12-17 09:11:56,49.0,243,192,False,2021-02-10 23:22:43,It’s almost here Platform X. If you stumbled across this tweet &amp; had no idea about $Shard @ShardaxOfficial this 100… https://t.co/1xJrWASvqo,,Twitter for iPhone,False
70,Trading MarcoDaCosta,StocksLand 💶💵💷,Investor. Trader. Thinker. Trading Strategist. 💶Private Financial Advisor. #Bitcoin #Binance #BSC #OptionsTrading 🎱,2010-03-01 19:35:17,5366.0,927,34484,False,2021-02-10 23:22:38,$MA 💳 #MASTERCARD TO OPEN UP NETWORK TO SELECT #CRYPTOCURRENCIES - RTRS. #Bitcoin #dogecoin 🏵 #Binance #BTC #DogecoinToTheMoon 🐕 #BNB,"['MASTERCARD', 'CRYPTOCURRENCIES', 'Bitcoin', 'dogecoin', 'Binance', 'BTC', 'DogecoinToTheMoon', 'BNB']",Twitter for iPhone,False
71,Douglas Borthwick 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"New: York, Canaan, Haven  ","Chief Marketing Officer, Head of Biz Development 
@INXLimited


Interest in Digital Securities, Security Tokens, Crypto, Macro and FX. Opinions my own...",2010-07-25 14:56:44,6588.0,706,3054,False,2021-02-10 23:22:26,Any company that wants to shield income from taxes will follow @elonmusk and @Tesla example with #Bitcoin Why? Read… https://t.co/5QodT56X0X,['Bitcoin'],Twitter for Android,False
72,Crypto Funder,Crypto Heaven,Crypto NEWS and SPECULATIONS 📰,2021-02-10 21:22:18,6.0,0,29,False,2021-02-10 23:22:02,"$129 Million of Bitcoin was moved from one cold storage wallet to a new cold storage wallet. 

-&gt; Institutions are… https://t.co/GYPGkoCc2P",,Twitter Web App,False
73,Bitcoin SpaceX,"New York, USA",#Bitcoin #Cryptocurrency,2019-10-05 15:49:39,394.0,539,5122,False,2021-02-10 23:21:44,My opinion is the clients - either Migros Switzerland or $IBM just bought those $AMB Ambrosus coins before they off… https://t.co/LkkAehMz98,,Twitter for iPhone,False
74,Trading MarcoDaCosta,StocksLand 💶💵💷,Investor. Trader. Thinker. Trading Strategist. 💶Private Financial Advisor. #Bitcoin #Binance #BSC #OptionsTrading 🎱,2010-03-01 19:35:17,5366.0,927,34484,False,2021-02-10 23:21:19,$MA 💳 #Mastercard Will Let Merchants Accept #Payments in #Crypto This Year. #Bitcoin #BTC #Binance #DOGE 🏵 #BNB https://t.co/9VusJAhZAZ,"['Mastercard', 'Payments', 'Crypto', 'Bitcoin', 'BTC', 'Binance', 'DOGE', 'BNB']",Twitter for iPhone,False
75,Cindi.eth🏴 §stacks,instagram.com/cindi_kit/,"#Bitcoin #Ethereum 
🚀Defi Degen & Domains! 
#Crypto #defi #uniswap #cryptocurrency #Eth #HorrorFamily #sushi #domains",2016-04-12 12:17:04,1404.0,4997,67785,False,2021-02-10 23:20:57,"🚀OptionBitcoin. com
⬇️Domain Avail 
➡️https://t.co/lTHhIQvMo6

#bitcoinoptions #Bitcoin #crypto #options #BTC #cme… https://t.co/X1zHE29aSC","['bitcoinoptions', 'Bitcoin', 'crypto', 'options', 'BTC', 'cme']",Twitter for Android,False
76,Trading MarcoDaCosta,StocksLand 💶💵💷,Investor. Trader. Thinker. Trading Strategist. 💶Private Financial Advisor. #Bitcoin #Binance #BSC #OptionsTrading 🎱,2010-03-01 19:35:17,5366.0,927,34484,False,2021-02-10 23:20:36,"#Bitcoin to Hit $60-64K Soon, Asserts Analyst Despite Price Dip. #BTC #Binance #BNB https://t.co/VgmvVAlREl","['Bitcoin', 'BTC', 'Binance', 'BNB']",Twitter for iPhone,False
77,Mike Chambers at Northey Point,"London, Essex and Suffolk",Unpacking the UK’s retail payments landscape with my newsletter - subscribe at: https://t.co/LE1EJIArzG,2015-02-11 12:44:29,1335.0,797,2394,False,2021-02-10 23:19:38,"MasterCard to integrate digital currency payments “directly on our network” 

#crypto #Bitcoin #BTC ⁦@MastercardUK⁩… https://t.co/DQTb1JlFM3","['crypto', 'Bitcoin', 'BTC']",Twitter for iPhone,False
78,Hamzasb,,@ElrondNetwork #Maiar #EGLD #dogecointoadollar #bitcoin,2020-07-14 16:44:01,291.0,991,5485,False,2021-02-10 23:19:24,We are starting a #revolution with @ElrondNetwork Download #Maiar and See What The Hype is All About $EGLD #ADA… https://t.co/oEGoP6dXIB,"['revolution', 'Maiar', 'ADA']",Twitter for Android,False
79,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 23:19:11,"Is it BULLSEYE again !!! 🎯🎯🎯

AION / BTC (Before &amp; after)

#AIONBTC hit all the targets set by #CryptoParos.

14 %… https://t.co/2cyyjWVCVa","['AIONBTC', 'CryptoParos']",Twitter Web App,False
80,PaulCrypto.com,"Bathurst, New Brunswick, Canada",2020,2010-03-25 00:55:52,4817.0,3657,859,False,2021-02-10 23:19:10,#Bitcoin On-Chain Activity Hits New Records - #Breaking #BTC #BTCUSDTradingView #BTCUSDTTradingView #CryptoNews - https://t.co/Ts7qlZn9n0,"['Bitcoin', 'Breaking', 'BTC', 'BTCUSDTradingView', 'BTCUSDTTradingView', 'CryptoNews']",paulcrypto,False
81,News Corpse,The Cemetary...USA,Let NewsCorpse78 be your source for odd news on Twitter!,2011-12-27 03:20:50,3072.0,3336,24,False,2021-02-10 23:18:38,"Forget #Dogecoin. #Bitcoin is still available to us poorer folks! Up to $200 per hour free, no catch, notta zilch!… https://t.co/wbC9k4eYUD","['Dogecoin', 'Bitcoin']",Twitter Web App,False
82,Ｆｉｎｔｅｃｈ ＵＫ 🇬🇧,United Kingdom,"#FinTechUK | Doing our bit to make the UK a global #FinTech HQ | Working with international friends, peers & groups on #FinTech @oakeslaw",2015-09-07 21:57:23,1950.0,110,1378,False,2021-02-10 23:18:15,"2,292.2542 of #BTC was transferred today from a #Coinbase wallet to an unknown one. Value was $101,815,030 USD. Via… https://t.co/OJfVArcH1k","['BTC', 'Coinbase']",Twitter for Android,False
83,brendan,,,2009-03-22 22:06:02,291.0,1833,26,False,2021-02-10 23:17:03,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/spar4iFKn5,,Twitter Web App,False
84,CryptJj,,𝚂𝚒𝚗𝚌𝚎 𝟸𝟶𝟷𝟽... 𝙺𝚎𝚎𝚙𝚒𝚗𝚐 𝚎𝚢𝚎𝚜 𝚙𝚎𝚎𝚕𝚎𝚍 𝚏𝚘𝚛 𝚖𝚘𝚛𝚎 𝚌𝚛𝚢𝚙𝚝𝚘 𝚝𝚊𝚕𝚎𝚜. $MRX $BART $SHARD $NOIR $VSYNC $FERA,2020-12-17 09:11:56,49.0,243,192,False,2021-02-10 23:16:41,"One of the slickest, sexiest, easy to use wallets you will ever find. Try @Infinity_Wallet and you won’t look back.… https://t.co/4kZx6uDAH7",,Twitter for iPhone,False
85,Simon Johnson,Australia 🇦🇺,Security • Risk • Ex Banker • Online Since 1989 • Journalist • #Bitcoin Investor • Blockchain HQ • 🎬 🎥 Subscribe to my ▶️ Youtube Channel #Crypto Profits👇🏻,2008-04-23 06:58:19,11784.0,3811,110,False,2021-02-10 23:15:40,Big news from MasterCard. They are working to support #crypto ! 💥 Guess what’s going to happen to the price of… https://t.co/1J1SoGqCgs,['crypto'],Twitter for iPhone,False
86,Billions777,"Beverly Hills, CA   Aspen, CO ","++High Alpha Super Growth Investing: Crypto #BTC $LINK; SPACs; iGaming; EV; Biotech and more 

 - We Just Win -       

**my tweets are not investment advice",2019-12-20 22:25:41,313.0,434,3994,False,2021-02-10 23:13:36,"#BTC #Bitcoin And here we GO Again!

@elonmusk @WSBChairman #WSB #WallStreetBets $GME $AMC #Coinbase #Binance $SLV… https://t.co/Me6jY5Ogqu","['BTC', 'Bitcoin', 'WSB', 'WallStreetBets', 'Coinbase', 'Binance']",Twitter Web App,False
87,CryptJj,,𝚂𝚒𝚗𝚌𝚎 𝟸𝟶𝟷𝟽... 𝙺𝚎𝚎𝚙𝚒𝚗𝚐 𝚎𝚢𝚎𝚜 𝚙𝚎𝚎𝚕𝚎𝚍 𝚏𝚘𝚛 𝚖𝚘𝚛𝚎 𝚌𝚛𝚢𝚙𝚝𝚘 𝚝𝚊𝚕𝚎𝚜. $MRX $BART $SHARD $NOIR $VSYNC $FERA,2020-12-17 09:11:56,49.0,243,192,False,2021-02-10 23:13:09,"Don’t forget to VOTE for the next coin to be added to @Infinity_Wallet $Shard 

.... licking my lips in anticipatio… https://t.co/rgLfm7TqSW",,Twitter for iPhone,False
88,Mr Coin Miner 💯,London,#Bitcoin $RUNE $ORN $CHONK $RFUEL $YLD $ETH,2018-01-04 15:05:44,550.0,2378,6789,False,2021-02-10 23:12:56,"📢Get 10% rebate when you buy #cryptocurrency on #Binance with my link. It's #altseason, get 10% back on #Bitcoin  &amp;… https://t.co/kGHCtSXR57","['cryptocurrency', 'Binance', 'altseason', 'Bitcoin']",Twitter Web App,False
89,Vaccine & Political Domains,,Vaccine and Political domains for sale at GoDaddy Auctions —— brokers welcome,2020-09-03 23:45:06,137.0,35,3403,False,2021-02-10 23:11:19,"$50 domains starting with the word “free” 

#domain #domainnames #domainname #covid #corona #coronavirus #covid19… https://t.co/pufNOElGV1","['domain', 'domainnames', 'domainname', 'covid', 'corona', 'coronavirus', 'covid19']",Twitter for iPhone,False
90,#Mailey,"Vancouver, BC",Lucky fool making decisions and money based on History | Market Cycles | Investing | Behavioural Economics | Probabilities | Randomness and Uncommon Sense..,2020-11-03 19:10:23,314.0,182,8639,False,2021-02-10 23:11:08,"Great watch Simon, always a great pleasure and valuable experience to listen to you!! 🙏

#Bitcoin OG
#BTC #ETH… https://t.co/HdvoisvcLe","['Bitcoin', 'BTC', 'ETH']",Twitter Web App,False
91,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 23:11:03,3DwTsiaH4TJ2d1LPdApBNAkYiPfmW3WmJf Dogecoin’s Surging Price Has Resurrected Its Technical Development… https://t.co/7ylqMB1dfJ,,Twibble.io,False
92,#Mailey,"Vancouver, BC",Lucky fool making decisions and money based on History | Market Cycles | Investing | Behavioural Economics | Probabilities | Randomness and Uncommon Sense..,2020-11-03 19:10:23,314.0,182,8639,False,2021-02-10 23:10:58,"@SimonDixonTwitt @YouTube @Tesla @elonmusk Great watch Simon, always a great pleasure and valuable experience to li… https://t.co/tPSBJHS5ol",,Twitter Web App,False
93,Spyros Cryptoman De Fuego,"London, United Kingdom","#Ethereum #Eth #BTT #BITCOIN #BTC #BITTORENT #CRYPTO #INVESTOR / Trader / Broker / Betting & Casino Developer.
Owner of Dream Advertising LTD in London.",2020-10-31 00:38:30,65.0,240,125,False,2021-02-10 23:10:26,"In retrospect, it was inevitable.
Mastecards accepts CRYPTOS
#mastercard #CryptoNews #cryptocurrency #cryptoart… https://t.co/qLT9DDKrd6","['mastercard', 'CryptoNews', 'cryptocurrency', 'cryptoart']",Twitter for Android,False
94,Eze Justice,Nigeria,"Father,Multiple Award winning Actor/Director, C.E.O. just'IC£ INC.",2011-10-07 14:28:37,481.0,462,31,False,2021-02-10 23:10:19,"@kiwisfn @elonmusk Followed and retweeted.  Done ✅ 
Kindly send the $100 here 
1G2bo9D62a2hxV6QXvS7wABHPC4QwwYTPZ

#Bitcoin #Btc  
Thanks.","['Bitcoin', 'Btc']",Twitter for iPhone,False
95,aWebAnalysis | Crypto,Blockchain,"Cryptocurrencies price monitor & analysis tools.
 
Buy Crypto on Binance with a permanent 20% Discount on all commissions with this link: https://t.co/Z8wYIvvNsT",2017-08-30 19:26:58,1877.0,1454,33,False,2021-02-10 23:10:02,"Bitcoin BTC Current Price:
$45,161.73
1 Hour: 1.21% | 24 Hours: -4.05% | 7 Days: 21.40%
#btc #bitcoin","['btc', 'bitcoin']",AwebAnalysis,False
96,Hooligan Abroad (Every dog has its day),,"Ex Equity Strategist. Now trade own book, live simply*, answer to nobody. All Tweets bullshit unless flagged otherwise.

*if I have to wear shoes I'm not going.",2014-10-14 07:31:30,355.0,405,8821,False,2021-02-10 23:09:59,"@michael_saylor Advertising tactic called ""linking"" trying to get people to link #Bitcoin with Buffet, before it wa… https://t.co/xFGEERjA9z",['Bitcoin'],TweetDeck,False
97,Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 23:09:39,"🔄 Prices update in $USD (1 hour):

$BTC   - 45081.8 $   (+0.18 %)
$ETH   - 1744.82 $   (+0.74 %)
$XRP   - 0.51 $… https://t.co/An5o1nj9vr",,Cryptocurrencies prices to USD,False
98,www.DeFi.radio,DeFi,"playlist:
https://t.co/xKJQE3EQSu
https://t.co/Yx9Z89JUNJ…",2020-07-03 02:02:20,274.0,1053,4401,False,2021-02-10 23:09:18,"just added Episode 25 - Insane 888ETH ($1.5M) Genesis Land Sale! by Axie Chat
https://t.co/9CMTsI27hw
#DeFi #BTC #ETH #BITCOIN #CRYPTO","['DeFi', 'BTC', 'ETH', 'BITCOIN', 'CRYPTO']",Integromat,False
99,Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 23:08:14,"$FTM is looking super amazing. Should easily do 400. 🚀 

#Bitcoin #BTC #dogecoin https://t.co/0tPqv2CVkY","['Bitcoin', 'BTC', 'dogecoin']",Twitter for iPhone,False
100,Vaccine & Political Domains,,Vaccine and Political domains for sale at GoDaddy Auctions —— brokers welcome,2020-09-03 23:45:06,137.0,35,3403,False,2021-02-10 23:07:09,"$50 Domains starting with the word “Best” 

#domain #domainnames #domainname #covid #corona #coronavirus #covid19… https://t.co/M5rCYajktw","['domain', 'domainnames', 'domainname', 'covid', 'corona', 'coronavirus', 'covid19']",Twitter for iPhone,False
101,PaulCrypto.com,"Bathurst, New Brunswick, Canada",2020,2010-03-25 00:55:52,4817.0,3657,859,False,2021-02-10 23:07:06,Scott Minerd: #Bitcoin Could Hit $600k - #Breaking #BTC #BTCUSDTradingView #BTCUSDTTradingView #CryptoNews - https://t.co/GDRILH9VnQ,"['Bitcoin', 'Breaking', 'BTC', 'BTCUSDTradingView', 'BTCUSDTTradingView', 'CryptoNews']",paulcrypto,False
102,Neal Reasland,,"Learning everything I can about economics, investing, commodities, and cryptos. Master of nothing. My words should never be understood as investment advice.",2010-03-04 15:44:43,628.0,369,4262,False,2021-02-10 23:06:55,.@michael_saylor states that his recent webcast on how corporations might think about holding #Bitcoin in their tre… https://t.co/UqhXt82kC8,['Bitcoin'],Twitter Web App,False
103,#Mailey,"Vancouver, BC",Lucky fool making decisions and money based on History | Market Cycles | Investing | Behavioural Economics | Probabilities | Randomness and Uncommon Sense..,2020-11-03 19:10:23,314.0,182,8639,False,2021-02-10 23:06:43,@MattStirner @BTC_Archive @MsCryptomom1 #Mailey only slightly facetious on this play.. #BoomerSooner's with good cr… https://t.co/XpF7BnpQ73,"['Mailey', 'BoomerSooner']",Twitter Web App,False
104,Scotty C,Yorkshire and Switzerland,#bitcoin,2016-01-21 19:53:57,392.0,739,13622,False,2021-02-10 23:06:24,"We’re literally front running India. 

A country with the second largest population in the world, an active nuclear… https://t.co/cIPAGyiNDP",,Twitter for iPhone,False
105,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 23:06:22,Virtual land can be worth more than the real thing after plot sells for record $1.5M https://t.co/j9dK1j43F8 #btc #bitcoinnews #bitcoin,"['btc', 'bitcoinnews', 'bitcoin']",Twibble.io,False
106,Lu,,Late to the party. One of the illest 🤫,2017-01-02 21:50:49,6.0,6,161,False,2021-02-10 23:05:26,"dip down to 39kish tomorrow? should stir enough panic

$btc #btc #Bitcoin","['btc', 'Bitcoin']",Twitter Web App,False
107,Vaccine & Political Domains,,Vaccine and Political domains for sale at GoDaddy Auctions —— brokers welcome,2020-09-03 23:45:06,137.0,35,3403,False,2021-02-10 23:05:22,"$50 “Virtual” and “Essential” domains

#domain #domainnames #domainname #covid #corona #coronavirus #covid19… https://t.co/H409MjIO6D","['domain', 'domainnames', 'domainname', 'covid', 'corona', 'coronavirus', 'covid19']",Twitter for iPhone,False
108,Thorsten Hirsch,,"Lead Blockchain Developer at DZ BANK, CTO of Sassy Solutions, should learn playing the guitar, opinions are my own.",2012-12-14 12:40:39,60.0,59,1063,False,2021-02-10 23:04:26,Mastercard will support #crypto! They will give merchants the ability to accept #bitcoin payments later this year.… https://t.co/5YMv6tfgV2,"['crypto', 'bitcoin']",Twitter Web App,False
109,TARTLE,"Santa Fe, New Mexico",TARTLE™ is a global data marketplace. Empowering & Protecting the Digital Identity | Sellers - What's Your Data Worth? | Buyers - Access Data from the Source,2018-07-17 19:12:33,631.0,2894,7588,False,2021-02-10 23:03:35,Microsoft Cloud Healthcare - listen here! https://t.co/26J2RzfB7H #bitcoin #cryptocurrency #crypto #blockchain #btc… https://t.co/cRUoB6GIYw,"['bitcoin', 'cryptocurrency', 'crypto', 'blockchain', 'btc']",SmarterQueue,False
110,Smokyho,Indonesia,"P2P and Exchange Trader.

#bitcoin #cryptocurrency #finance #fintech",2016-05-02 04:13:09,618.0,150,4769,False,2021-02-10 23:03:03,"As of February 10, 2021 at 06:03AM, 1 BTC equals 43885.1406 USD.
 
Buy Bitcoin with Amazon Gift Card here… https://t.co/ZZdL8pgm7M",,IFTTT,False
111,Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 23:02:55,"@CoinDesk @CarpeNoctom @Mastercard @realDannyNelson $algo with going moon 🚀🚀
#BTC #Bitcoin","['BTC', 'Bitcoin']",Twitter for Android,False
112,Knotted Beard,"#bitcoin, salty sgt, him/sir","""Most of these people are not ready to be unplugged. And many of them are so inert, so hopelessly dependent on the system, that they will fight to protect it.""",2020-11-25 00:56:45,6.0,149,823,False,2021-02-10 23:02:37,#btc breakout expected in 12 hours. Will it make a run to a new all time high or will it break down? What do you th… https://t.co/8ABiKLjD6r,['btc'],Twitter Web App,False
113,yadio,,Free-market exchange rate | #Bitcoin,2018-07-16 16:35:55,3573.0,83,122,False,2021-02-10 23:02:02,"$BTC Latin America

🇻🇪  73,950,236,311 VES
🇨🇴  151,783,376 COP
🇵🇪  168,344 PEN
🇨🇱  34,104,135 CLP
🇦🇷  7,268,179 ARS… https://t.co/1onyW1jgZW",,yadio,False
114,Bitcoin Archive 🗄🚀🌔,Decentralised,Follow as we track #Bitcoin prove them all wrong - Bitcoin never forgets. 🚀🌔,2018-03-06 12:08:27,22406.0,443,39583,False,2021-02-10 23:01:49,"$129m of Bitcoin was just moved from one cold storage wallet to a brand new cold storage wallet. 

- very likely an… https://t.co/08u8lg1kEq",,Twitter for iPhone,False
